research_question,experiment_name,sweep_parameter,sweep_value,dynamics,activation_family,activation_param_name,activation_param_value,lam,n,s,k,beta,seed,converged,convergence_step,publisher_welfare,user_welfare,max_improvement,last_converged,last_convergence_step,last_publisher_welfare,last_user_welfare,last_max_improvement,exposure_violation_initial,exposure_violation_terminal
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,42,True,9,1.0,0.9372396572196747,2.790987134732026e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,43,True,9,1.0,0.9373880136317565,9.696669633330046e-05,,,,,,0.0,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,47,True,8,1.0,0.9728866035939343,3.202121267614766e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,46,True,8,1.0,0.9277364646953213,9.71969521899041e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,49,True,7,1.0,0.9052426068693803,4.5272079935154697e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,48,True,8,1.0,0.953151307711757,3.704985716690423e-05,,,,,,0.0,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,50,True,7,1.0,0.8886758791402535,6.611756126623236e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,51,True,9,1.0,0.9198527054149244,3.572506190929747e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,52,True,7,1.0,0.8864865081242065,4.510646447053457e-05,,,,,,0.0,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,53,True,8,1.0,0.9605763024612592,3.4888634983021305e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,54,True,9,1.0,0.9369619029295851,2.3635019346490704e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,56,True,8,1.0,0.9352779244460624,5.073419892892561e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,55,True,8,1.0,0.9302589589315883,4.751098926242259e-05,,,,,,0.0,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,57,True,9,1.0,0.9216165460472703,7.703358460731113e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,58,True,8,1.0,0.9441586974267878,8.11340614417233e-05,,,,,,0.0,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,61,True,9,1.0,0.9516013047638469,3.894851977714886e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,59,True,9,1.0,0.9137350030180006,2.7198083135893114e-05,,,,,,0.0,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,60,True,9,1.0,0.9719020335410654,6.686817932111122e-05,,,,,,0.0,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,62,True,10,1.0,0.970927923410012,3.964726371730176e-05,,,,,,2.220446049250313e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,63,True,8,1.0,0.947799625608674,3.068901750657993e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,64,True,11,1.0,0.950618760134358,6.487891036321969e-05,,,,,,0.0,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,66,True,9,1.0,0.9294959089698686,3.294803729325668e-05,,,,,,1.1102230246251565e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,65,True,9,1.0,0.9225867053807738,5.621564956720393e-05,,,,,,2.220446049250313e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,69,True,9,1.0,0.9594827414254755,4.409039870578724e-05,,,,,,1.1102230246251565e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,67,True,7,1.0,0.9210019757898745,8.851500193957085e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,68,True,9,1.0,0.9247979127919956,3.0800334761438286e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,71,True,9,1.0,0.9700804677538182,7.455263056205252e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,70,True,9,1.0,0.962109498155816,7.214849791292721e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,72,True,8,1.0,0.976724678525895,9.899798007850791e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,75,True,8,1.0,0.901254964980024,8.936515895546782e-05,,,,,,2.220446049250313e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,74,True,10,1.0,0.92480545349017,4.9078149448822384e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,73,True,10,1.0,0.9458643067436348,4.530296239008136e-05,,,,,,1.1102230246251565e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,77,True,7,1.0,0.9168488876156434,3.8283753300560885e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,76,True,10,1.0,0.9843266672061547,4.791356331140806e-05,,,,,,0.0,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,78,True,8,1.0,0.945481704879728,2.909720489013834e-05,,,,,,2.220446049250313e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,80,True,7,1.0,0.9641950302419358,8.150277896523672e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,82,True,9,1.0,0.9404229103776647,8.604209260276718e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,79,True,11,1.0,0.9330001818747654,7.408336411124372e-05,,,,,,0.0,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,81,True,9,1.0,0.9575082887526446,5.4585605303303364e-05,,,,,,1.1102230246251565e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,84,True,7,1.0,0.9856586129889408,7.822273806734614e-05,,,,,,0.0,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,83,True,9,1.0,0.9845549717447661,2.732146341949404e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,85,True,7,1.0,0.8983415469168697,8.019416466259477e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,86,True,8,1.0,0.9366249152986944,7.821544781794199e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,87,True,8,1.0,0.8901712100996745,3.8369220484946176e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,90,True,7,1.0,0.9180978040583158,9.785060639766474e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,89,True,9,1.0,0.9196516118746073,5.268743171765733e-05,,,,,,0.0,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,91,True,6,1.0,0.9204908122959331,6.67951518409371e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,88,True,9,1.0,0.947324310904846,7.573658245452197e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,94,True,8,1.0,0.9415653994791159,5.0515786958915676e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,92,True,9,1.0,0.960982055828663,8.12497409340418e-05,,,,,,2.220446049250313e-16,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,95,True,7,1.0,0.9654226152506303,8.842127651026432e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,96,True,9,1.0,0.9323952508571045,4.0478810792610176e-05,,,,,,0.0,0.0
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,97,True,10,1.0,0.9228539076965152,2.9934130300723893e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,99,True,7,1.0,0.971070879261589,4.6077215288153894e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,93,True,10,1.0,0.874226470954862,7.944546566146515e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,shifted_linear,b,1.00001,0.0,3,3,3,1.0,98,True,9,1.0,0.9388741041671297,5.1831806844426787e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,root_power,a,0.5,0.0,3,3,3,1.0,0,True,7,1.0,0.8811709073484563,3.598521160974588e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,root_power,a,0.5,0.0,3,3,3,1.0,1,True,8,1.0,0.9559905561718957,2.6627282747548886e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do ecosystem parameters affect welfare and convergence across stable activation families?,between_family_lambda,lambda,0.0,brd,root_power,a,0.5,0.0,3,3,3,1.0,4,True,8,1.0,0.978848157169268,8.735744261245681e-05,,,,,,0.0,0.0
